,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-12-01 00:00:00+00:00,0.2299,0.2299,0.204,0.2082,21476.251,,
2010-12-02 00:00:00+00:00,0.2082,0.2299,0.2095,0.2275,8157.894,,
2010-12-03 00:00:00+00:00,0.2275,0.2553,0.218,0.255,20312.234,,
2010-12-04 00:00:00+00:00,0.255,0.2552,0.243,0.25105,2570.345,,
2010-12-05 00:00:00+00:00,0.25105,0.2589,0.205,0.206,28560.716,,
2010-12-06 00:00:00+00:00,0.206,0.235,0.19,0.19,5740.175,,
2010-12-07 00:00:00+00:00,0.19,0.225,0.1841,0.204,4319.255,,
2010-12-08 00:00:00+00:00,0.204,0.2477,0.1701,0.24021,24592.915,,
2010-12-09 00:00:00+00:00,0.24021,0.24,0.22,0.2388,3430.41,,
2010-12-10 00:00:00+00:00,0.2388,0.233,0.1701,0.2,21336.327,,
2010-12-11 00:00:00+00:00,0.2,0.204,0.18251,0.204,1684.254,,
2010-12-12 00:00:00+00:00,0.204,0.228,0.1907,0.2273,5788.686,,
2010-12-13 00:00:00+00:00,0.2273,0.2279,0.20676,0.2189,1963.558,,
2010-12-14 00:00:00+00:00,0.2189,0.23,0.21,0.2299,6415.59,,
2010-12-15 00:00:00+00:00,0.2299,0.2468,0.21,0.24669,10388.097,,
2010-12-16 00:00:00+00:00,0.24669,0.246,0.238,0.24,3684.68,,
2010-12-17 00:00:00+00:00,0.24,0.255,0.22221,0.24996,14355.331,,
2010-12-18 00:00:00+00:00,0.24996,0.249,0.24,0.24,525.513,,
2010-12-19 00:00:00+00:00,0.24,0.24881,0.241,0.241,169.109,,
2010-12-20 00:00:00+00:00,0.241,0.2499,0.24,0.2401,2000.757,,
2010-12-21 00:00:00+00:00,0.2401,0.275,0.24,0.267,10682.705,,
2010-12-22 00:00:00+00:00,0.267,0.267,0.24,0.24,9225.789,,
2010-12-23 00:00:00+00:00,0.24,0.25,0.244,0.25,3800.458,,
2010-12-24 00:00:00+00:00,0.25,0.25,0.241,0.25,8650.148,,
2010-12-25 00:00:00+00:00,0.25,0.25,0.242,0.248,5033.249,,
2010-12-26 00:00:00+00:00,0.248,0.25,0.2475,0.2499,703.0,,
2010-12-27 00:00:00+00:00,0.2499,0.27,0.24639,0.263,16584.97,,
2010-12-28 00:00:00+00:00,0.263,0.27,0.251,0.265,4935.49,,
2010-12-29 00:00:00+00:00,0.265,0.281,0.2612,0.28,15438.708,,
2010-12-30 00:00:00+00:00,0.28,0.301,0.271,0.2965,18609.144,,
2010-12-31 00:00:00+00:00,0.2965,0.3,0.291,0.3,2539.873,,
2011-01-01 00:00:00+00:00,0.3,0.3,0.292,0.3,1453.719,,
2011-01-02 00:00:00+00:00,0.3,0.3,0.292,0.3,2821.243,,
2011-01-03 00:00:00+00:00,0.3,0.3,0.289,0.29997,5352.108,,
2011-01-04 00:00:00+00:00,0.29997,0.2999,0.29,0.295,1425.19,,
2011-01-05 00:00:00+00:00,0.295,0.29987,0.289,0.29895,1879.003,,
2011-01-06 00:00:00+00:00,0.29895,0.299,0.29004,0.29892,357.157,,
2011-01-07 00:00:00+00:00,0.29892,0.299,0.29,0.298,3456.489,,
2011-01-08 00:00:00+00:00,0.298,0.322,0.2975,0.32,42601.118,,
2011-01-09 00:00:00+00:00,0.32,0.3229,0.309,0.3229,1629.438,,
2011-01-10 00:00:00+00:00,0.3229,0.323,0.32291,0.323,1691.366,,
2011-01-11 00:00:00+00:00,0.323,0.329,0.3175,0.32659,10355.828,,
2011-01-12 00:00:00+00:00,0.32659,0.32659,0.31761,0.32659,4857.8,,
2011-01-13 00:00:00+00:00,0.32659,0.3557,0.31799,0.3188,31359.765,,
2011-01-14 00:00:00+00:00,0.3188,0.405,0.3176,0.3176,20118.897,,
2011-01-15 00:00:00+00:00,0.3176,0.45,0.3176,0.4,27130.957,,
2011-01-16 00:00:00+00:00,0.4,0.4,0.385,0.3861,1515.661,,
2011-01-17 00:00:00+00:00,0.3861,0.4,0.386,0.38679,2778.71,,
2011-01-18 00:00:00+00:00,0.38679,0.38679,0.315,0.3495,18241.146,,
2011-01-19 00:00:00+00:00,0.3495,0.3495,0.305,0.31299,15671.508,,
2011-01-20 00:00:00+00:00,0.31299,0.31299,0.305,0.31299,7291.627,,
2011-01-21 00:00:00+00:00,0.31299,0.39,0.31,0.39,19881.979,,
2011-01-22 00:00:00+00:00,0.39,0.44,0.368,0.41991,8477.545,,
2011-01-23 00:00:00+00:00,0.41991,0.4443,0.39,0.44399,10534.27,,
2011-01-24 00:00:00+00:00,0.44399,0.4443,0.42,0.4424,1148.402,,
2011-01-25 00:00:00+00:00,0.4424,0.4424,0.381,0.4199,11061.936,,
2011-01-26 00:00:00+00:00,0.4199,0.425,0.4,0.41,2163.718,,
2011-01-27 00:00:00+00:00,0.41,0.42,0.3904,0.417,15564.808,,
2011-01-28 00:00:00+00:00,0.417,0.45,0.40851,0.4212,27708.195,,
2011-01-29 00:00:00+00:00,0.4212,0.446,0.4212,0.446,5324.497,,
2011-01-30 00:00:00+00:00,0.446,0.445,0.43,0.439,1448.382,,
2011-01-31 00:00:00+00:00,0.439,0.48,0.445,0.4799,10383.593,,
2011-02-01 00:00:00+00:00,0.4799,0.95,0.47,0.5501,63516.079,,
2011-02-02 00:00:00+00:00,0.5501,0.85,0.52011,0.70773,31562.117,,
2011-02-03 00:00:00+00:00,0.70773,0.76001,0.69,0.716,5627.48,,
2011-02-04 00:00:00+00:00,0.716,0.75,0.6501,0.69639,8524.501,,
2011-02-05 00:00:00+00:00,0.69639,0.88,0.67,0.811,42222.189,,
2011-02-06 00:00:00+00:00,0.811,0.92,0.8115,0.9167,15786.811,,
2011-02-07 00:00:00+00:00,0.9167,0.92,0.83,0.8968,8744.106,,
2011-02-08 00:00:00+00:00,0.8968,0.9,0.83,0.89,2264.28,,
2011-02-09 00:00:00+00:00,0.89,0.918,0.8617,0.918,7021.288,,
2011-02-10 00:00:00+00:00,0.918,1.09,0.82,1.09,49632.504,,
2011-02-11 00:00:00+00:00,1.09,1.1,0.8,0.98031,26559.641,,
2011-02-12 00:00:00+00:00,0.98031,1.0899,0.9264,1.07001,13299.179,,
2011-02-13 00:00:00+00:00,1.07001,1.08,0.9906,1.078,4118.92,,
2011-02-14 00:00:00+00:00,1.078,1.08,1.0201,1.05,3240.64,,
2011-02-15 00:00:00+00:00,1.05,1.08,1.033,1.07,7096.548,,
2011-02-16 00:00:00+00:00,1.07,1.085,1.035,1.05,8616.577,,
2011-02-17 00:00:00+00:00,1.05,1.05019,1.0201,1.045,7192.375,,
2011-02-18 00:00:00+00:00,1.045,1.05019,1.02,1.04,4009.844,,
2011-02-19 00:00:00+00:00,1.04,1.04019,0.78009,0.8989,36948.156,,
2011-02-20 00:00:00+00:00,0.8989,0.98,0.8376,0.94898,3798.708,,
2011-02-21 00:00:00+00:00,0.94898,0.94898,0.83,0.865,9974.046,,
2011-02-22 00:00:00+00:00,0.865,0.8796,0.8313,0.8345,1700.121,,
2011-02-23 00:00:00+00:00,0.8345,0.95,0.8313,0.87023,12095.264,,
2011-02-24 00:00:00+00:00,0.87023,0.945,0.8681,0.9,6718.872,,
2011-02-25 00:00:00+00:00,0.9,1.0,0.9,0.99743,13418.685,,
2011-02-26 00:00:00+00:00,0.99743,0.99979,0.91109,0.9112,4461.061,,
2011-02-27 00:00:00+00:00,0.9112,0.97,0.91061,0.958,4744.406,,
2011-02-28 00:00:00+00:00,0.958,0.958,0.89,0.89,23268.75,,
2011-03-01 00:00:00+00:00,0.89,0.92001,0.845,0.8702,4651.674,,
2011-03-02 00:00:00+00:00,0.8702,0.97,0.8502,0.92022,22569.783,,
2011-03-03 00:00:00+00:00,0.92022,0.94,0.9102,0.9399,2741.873,,
2011-03-04 00:00:00+00:00,0.9399,0.9399,0.91,0.93909,2746.67,,
2011-03-05 00:00:00+00:00,0.93909,0.93909,0.9001,0.9012,2711.885,,
2011-03-06 00:00:00+00:00,0.9012,0.9189,0.8111,0.9103,12570.588,,
2011-03-07 00:00:00+00:00,0.9103,0.9098,0.81,0.8999,12626.492,,
2011-03-08 00:00:00+00:00,0.8999,0.909,0.846,0.88502,15271.268,,
2011-03-09 00:00:00+00:00,0.88502,0.88502,0.84999,0.86999,4527.851,,
2011-03-10 00:00:00+00:00,0.86999,0.87,0.85,0.86,4546.046,,
2011-03-11 00:00:00+00:00,0.86,0.9329,0.84965,0.9329,8869.013,,
2011-03-12 00:00:00+00:00,0.9329,0.925,0.8601,0.88,3725.512,,
2011-03-13 00:00:00+00:00,0.88,0.9197,0.88,0.918,4822.829,,
2011-03-14 00:00:00+00:00,0.918,0.918,0.88976,0.89249,660.31,,
2011-03-15 00:00:00+00:00,0.89249,0.9,0.88,0.8949,5269.235,,
2011-03-16 00:00:00+00:00,0.8949,0.8949,0.87,0.87,2732.157,,
2011-03-17 00:00:00+00:00,0.87,0.88,0.836,0.85999,7929.615,,
2011-03-18 00:00:00+00:00,0.85999,0.88,0.81,0.82542,7159.779,,
2011-03-19 00:00:00+00:00,0.82542,0.85062,0.70999,0.81577,14226.223,,
2011-03-20 00:00:00+00:00,0.81577,0.797,0.73127,0.765,9875.038,,
2011-03-21 00:00:00+00:00,0.765,0.79,0.7402,0.75218,5815.319,,
2011-03-22 00:00:00+00:00,0.75218,0.77241,0.7405,0.75897,3695.962,,
2011-03-23 00:00:00+00:00,0.75897,0.81,0.7405,0.80901,12147.723,,
2011-03-24 00:00:00+00:00,0.80901,0.85,0.78,0.84971,13262.257,,
2011-03-25 00:00:00+00:00,0.84971,0.9,0.82659,0.86688,14009.368,,
2011-03-26 00:00:00+00:00,0.86688,0.88999,0.861,0.88377,4819.415,,
2011-03-27 00:00:00+00:00,0.88377,0.905,0.841,0.8552,11756.42,,
2011-03-28 00:00:00+00:00,0.8552,0.87211,0.8152,0.82754,5337.145,,
2011-03-29 00:00:00+00:00,0.82754,0.85,0.76,0.79898,12565.154,,
2011-03-30 00:00:00+00:00,0.79898,0.79966,0.7648,0.7925,4215.017,,
2011-03-31 00:00:00+00:00,0.7925,0.795,0.76599,0.7897,3218.221,,
2011-04-01 00:00:00+00:00,0.7897,0.80098,0.768,0.78461,6875.082,,
2011-04-02 00:00:00+00:00,0.78461,0.79697,0.7741,0.77411,3186.767,,
2011-04-03 00:00:00+00:00,0.77411,0.7998,0.7741,0.78199,2493.595,,
2011-04-04 00:00:00+00:00,0.78199,0.79487,0.777,0.779,3931.385,,
2011-04-05 00:00:00+00:00,0.779,0.785,0.5619,0.68,31155.458,,
2011-04-06 00:00:00+00:00,0.68,0.74784,0.58,0.71,9730.303,,
2011-04-07 00:00:00+00:00,0.71,0.75,0.6902,0.74,8703.946,,
2011-04-08 00:00:00+00:00,0.74,0.78491,0.7205,0.7538,10832.992,,
2011-04-09 00:00:00+00:00,0.7538,0.799,0.7309,0.74989,18207.3,,
2011-04-10 00:00:00+00:00,0.74989,0.7676,0.7205,0.73,12119.397,,
2011-04-11 00:00:00+00:00,0.73,0.7589,0.71,0.7369,5348.98,,
2011-04-12 00:00:00+00:00,0.7369,0.799,0.7103,0.77,14645.925,,
2011-04-13 00:00:00+00:00,0.77,0.899,0.7703,0.86,48417.6009999999,,
2011-04-14 00:00:00+00:00,0.86,1.0,0.86,0.9225,43397.558,,
2011-04-15 00:00:00+00:00,0.9225,1.0,0.91,1.0,31111.877,,
2011-04-16 00:00:00+00:00,1.0,1.08999,0.911,0.98991,50304.6110000001,,
2011-04-17 00:00:00+00:00,0.98991,1.095,0.95414,1.0499,28869.299,,
2011-04-18 00:00:00+00:00,1.0499,1.14,1.0255,1.1123,24225.699,,
2011-04-19 00:00:00+00:00,1.1123,1.1999,1.1103,1.16199,27478.69,,
2011-04-20 00:00:00+00:00,1.16199,1.1979,1.1436,1.1965,12556.732,,
2011-04-21 00:00:00+00:00,1.1965,1.1979,1.13,1.1421,21344.953,,
2011-04-22 00:00:00+00:00,1.1421,1.21,1.14,1.21,39295.694,,
2011-04-23 00:00:00+00:00,1.21,1.41,1.189,1.40901,39415.39,,
2011-04-24 00:00:00+00:00,1.40901,1.95,1.3202,1.7001,66620.358,,
2011-04-25 00:00:00+00:00,1.7001,1.95,1.6,1.6311,21541.692,,
2011-04-26 00:00:00+00:00,1.6311,1.701,1.52109,1.559,13471.602,,
2011-04-27 00:00:00+00:00,1.559,1.7949,1.53,1.792,24054.311,,
2011-04-28 00:00:00+00:00,1.792,1.95,1.72,1.9,33055.256,,
2011-04-29 00:00:00+00:00,1.9,2.65,1.66,2.21059,100238.232,,
2011-04-30 00:00:00+00:00,2.21059,2.95,2.21,2.88,57577.324,,
2011-05-01 00:00:00+00:00,2.88,4.14996,2.75,3.55001,65427.7970000001,,
2011-05-02 00:00:00+00:00,3.55001,3.87,2.5,3.03311,45772.074,,
2011-05-03 00:00:00+00:00,3.03311,3.495,3.029,3.2,18333.831,,
2011-05-04 00:00:00+00:00,3.2,3.49,3.11,3.41,16919.179,,
2011-05-05 00:00:00+00:00,3.41,3.58,3.25,3.40609,17278.288,,
2011-05-06 00:00:00+00:00,3.40609,3.4498,3.333,3.333,15350.341,,
2011-05-07 00:00:00+00:00,3.333,3.61001,3.29,3.452,23014.698,,
2011-05-08 00:00:00+00:00,3.452,3.7,3.425,3.641,17833.289,,
2011-05-09 00:00:00+00:00,3.641,3.937,3.63,3.8659,21132.514,,
2011-05-10 00:00:00+00:00,3.8659,3.9,3.6905,3.8,11520.926,,
2011-05-11 00:00:00+00:00,3.8,5.99001,3.81,5.81,56217.324,,
2011-05-12 00:00:00+00:00,5.81,6.065,4.6,5.5,52569.1460000001,,
2011-05-13 00:00:00+00:00,5.5,6.49,5.22,6.30019,31722.464,,
2011-05-14 00:00:00+00:00,6.30019,8.45,6.3201,8.198,64003.3730000001,,
2011-05-15 00:00:00+00:00,8.198,8.9,5.83,7.19769,55390.451,,
2011-05-16 00:00:00+00:00,7.19769,7.78,6.20001,6.98701,18294.87,,
2011-05-17 00:00:00+00:00,6.98701,8.5,6.75,7.8953,44141.405,,
2011-05-18 00:00:00+00:00,7.8953,8.38901,6.97991,7.19,35345.455,,
2011-05-19 00:00:00+00:00,7.19,7.5,6.6,6.88,25403.435,,
2011-05-20 00:00:00+00:00,6.88,7.34,6.60711,6.8115,24436.409,,
2011-05-21 00:00:00+00:00,6.8115,7.1,5.5772,5.59039,44460.435,,
2011-05-22 00:00:00+00:00,5.59039,6.5199,5.5772,6.11971,31111.9019999998,,
2011-05-23 00:00:00+00:00,6.11971,6.7594,5.99001,6.6901,23872.154,,
2011-05-24 00:00:00+00:00,6.6901,7.45,6.68999,7.14991,35279.88,,
2011-05-25 00:00:00+00:00,7.14991,7.51,6.96,7.42,29282.479,,
2011-05-26 00:00:00+00:00,7.42,9.33,7.21612,8.3997,64049.9420000001,,
2011-05-27 00:00:00+00:00,8.3997,8.9869,8.01,8.798,28644.99,,
2011-05-28 00:00:00+00:00,8.798,8.83,8.5002,8.5002,14431.838,,
2011-05-29 00:00:00+00:00,8.5002,8.7,8.11,8.3001,12247.722,,
2011-05-30 00:00:00+00:00,8.3001,8.49,8.102,8.4,7487.54,,
2011-05-31 00:00:00+00:00,8.4,9.0,8.25001,8.8,17680.151,,
2011-06-01 00:00:00+00:00,8.8,9.4998,8.1,8.741,45794.425,,
2011-06-02 00:00:00+00:00,8.741,9.6987,8.3,9.57,43479.9599999999,,
2011-06-03 00:00:00+00:00,9.57,10.888,9.5,10.6,41047.265,,
2011-06-04 00:00:00+00:00,10.6,14.499,10.5752,14.29,72980.242,,
2011-06-05 00:00:00+00:00,14.29,18.89,14.04,18.731,44475.3429999998,,
2011-06-06 00:00:00+00:00,18.731,18.998,16.2,16.7,24278.9719999998,,
2011-06-07 00:00:00+00:00,16.7,19.23,16.4513,18.31,55092.474,,
2011-06-08 00:00:00+00:00,18.31,24.32,18.26,23.9234,53715.0369999999,,
2011-06-09 00:00:00+00:00,23.9234,31.9099,22.2135,29.6,104925.1570000004,,
2011-06-10 00:00:00+00:00,29.6,31.5,26.151,28.919,62933.6599999999,,
2011-06-11 00:00:00+00:00,28.919,29.399,20.01,23.9497,92208.1999999998,,
2011-06-12 00:00:00+00:00,23.9497,23.99,13.0,14.6511,121869.9719999999,,
2011-06-13 00:00:00+00:00,14.6511,24.99,10.25,18.5464,151194.1580000027,,
